Year;Sex;Major regions 2012;Population, 1000 persons;Active population, 1000 persons;Employed, 1000 persons;Unemployed, 1000 persons;Inactive population, 1000 persons;Activity rate, %;Employment rate, persons aged 15-64, %;Unemployment rate, %
2021;Total;WHOLE COUNTRY;4123;2766;2555;212;1357;67,1;72,3;7,7
